Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac,Start_interval
0.86,0.705,0.69,0.735,0.6753,0.5593199999999999,1.2356,1.5275,1.355,1.4075,1.3175,1.498,1.4965,1.4925,0.40449999999999997,2012-02-06
0.86,0.705,0.6725,0.7325,0.6648,0.5593199999999999,1.2356,1.5275,1.3475,1.3925,1.31,1.4425,1.477,1.489,0.404,2012-02-13
0.86,0.705,0.67125,0.71625,0.6414,0.55932,1.2321,1.5275,1.3375,1.38,1.305,1.4005,1.482,1.478,0.404,2012-02-20
0.86,0.7,0.595,0.715,0.6404,0.5446200000000001,1.2321,1.5275,1.3275,1.365,1.3025,1.4156,1.475,1.4738,0.404,2012-02-27
0.86,0.6525,0.545,0.71125,0.6113,0.54362,1.23004,1.525,1.32,1.355,1.30125,1.4205,1.479,1.4845,0.404,2012-03-05
0.86,0.6375,0.54,0.60125,0.6059,0.53692,1.23004,1.52,1.29,1.34,1.30125,1.45,1.4765,1.4725,0.4109999999999999,2012-03-12
0.86,0.6225,0.555,0.59375,0.6193,0.5203200000000001,1.2285599999999999,1.52,1.28,1.31,1.27125,1.5005,1.5345,1.5555,0.4085,2012-03-19
0.86,0.6175,0.5325,0.6725,0.6044,0.52032,1.22856,1.505,1.27,1.28,1.265,1.5225,1.59,1.583,0.4085,2012-03-26
0.86,0.6,0.52125,0.645,0.6113,0.52492,1.2285599999999999,1.485,1.25,1.27,1.255,1.498,1.4905,1.46,0.4119999999999999,2012-04-02
0.905,0.58,0.52125,0.62,0.5546,0.52032,1.22856,1.46,1.25,1.25,1.2425,1.4444,1.4894,1.4613,0.41100000000000003,2012-04-09
0.915,0.55,0.51625,0.6,0.6133,0.5203200000000001,1.22354,1.425,1.235,1.245,1.18875,1.426,1.4875,1.4495,0.41100000000000003,2012-04-16
0.915,0.5325,0.5025,0.61,0.5935,0.5203200000000001,1.22354,1.4125,1.205,1.23,1.18875,1.4175,1.503,1.46,0.41100000000000003,2012-04-23
0.915,0.52375,0.49625,0.58875,0.5931,0.5231,1.22354,1.39625,1.18,1.21,1.18125,1.3845,1.5265,1.4455,0.4145,2012-04-30
0.915,0.505,0.49625,0.5875,0.5713,0.5807800000000001,1.10844,1.34125,1.155,1.195,1.065,1.342,1.535,1.4655,0.418,2012-05-07
0.915,0.505,0.49625,0.5825,0.5697,0.52032,1.22856,1.34125,1.12,1.18,1.0275,1.6065,1.5025,1.454,0.4225,2012-05-14
0.91,0.4925,0.4975,0.58,0.5304,0.5728,1.1084399999999999,1.29125,1.095,1.17,1.025,1.3515,1.5,1.456,0.4225,2012-05-21
0.91,0.48875,0.48875,0.5275,0.5436,0.5728,1.1084399999999999,1.27125,1.075,1.135,1.025,1.386,1.5145,1.466,0.4225,2012-05-28
0.895,0.48375,0.48375,0.53875,0.524,0.5599000000000001,1.1084399999999999,1.24625,1.0975,1.18,1.025,1.3981,1.61,1.5238,0.41550000000000004,2012-06-04
0.885,0.48375,0.48375,0.5225,0.5166,0.5599000000000001,1.1084399999999999,1.2425,1.125,1.19,1.025,1.4085,1.608,1.5245,0.41200000000000003,2012-06-11
0.885,0.475,0.48125,0.5175,0.5032,0.5762,1.10844,1.1925,1.1625,1.19,1.025,1.4595,1.645,1.5595,0.4085000000000001,2012-06-18
0.87,0.4725,0.485,0.51,0.5075,0.5744,1.13998,1.1775,1.165,1.205,1.0475,1.5355,1.6195,1.6035,0.4119999999999999,2012-06-25
0.87,0.475,0.4875,0.52125,0.4968,0.59778,1.13998,1.16875,1.18,1.2075,1.07,1.5215,1.649,1.672,0.41200000000000003,2012-07-02
0.87,0.475,0.49,0.51125,0.4868,0.5744,1.13998,1.16875,1.18,1.2125,1.07,1.5288,1.64,1.675,0.41200000000000003,2012-07-09
0.84,0.49,0.4975,0.525,0.4933,0.59778,1.13998,1.1525,1.195,1.2125,1.07,1.543,1.654,1.658,0.40800000000000003,2012-07-16
0.83,0.49,0.4975,0.53,0.4959,0.5123,1.2259,1.13125,1.23,1.255,1.105,1.578,1.716,1.7025,0.40800000000000003,2012-07-23
0.825,0.495,0.51375,0.535,0.5102,0.5123,1.26036,1.12125,1.25,1.255,1.21875,1.6465,1.715,1.693,0.40800000000000003,2012-07-30
0.825,0.5025,0.51875,0.545,0.5097,0.5123,1.26036,1.12125,1.26,1.265,1.21875,1.6615,1.704,1.6805,0.404,2012-08-06
0.825,0.5125,0.535,0.55,0.5197,0.5297000000000001,1.2780600000000002,1.12125,1.29,1.3675,1.27125,1.727,1.8185,1.791,0.4040000000000001,2012-08-13
0.825,0.5175,0.55,0.555,0.5291,0.55,1.28858,1.12125,1.35,1.3875,1.28125,1.7775,1.8655,1.827,0.402,2012-08-20
0.8275,0.52875,0.56,0.56625,0.5399,0.5660999999999999,1.3047,1.1275,1.385,1.44,1.30125,1.8,1.844,1.8045,0.4040000000000001,2012-08-27
0.8275,0.54,0.58,0.57625,0.5476,0.6112,1.35838,1.1425,1.47,1.495,1.31125,1.8285,1.8505,1.7995,0.4040000000000001,2012-09-03
0.825,0.565,0.585,0.585,0.5597,0.6279,1.3851200000000001,1.1625,1.485,1.505,1.32625,1.8663,1.8275,1.7763,0.4040000000000001,2012-09-10
0.825,0.5675,0.5925,0.6025,0.5745,0.6279,1.3851200000000001,1.1725,1.505,1.525,1.335,1.842,1.8455,1.797,0.4040000000000001,2012-09-17
0.825,0.5825,0.60125,0.6125,0.5853,0.6462,1.41404,1.1925,1.515,1.55,1.39,1.87,1.949,1.9045,0.402,2012-09-24
0.825,0.585,0.60125,0.62375,0.593,0.7021999999999999,1.4963400000000002,1.2125,1.525,1.55,1.54625,1.94,2.0565,2.014,0.39160000000000006,2012-10-01
0.785,0.585,0.60625,0.63125,0.6061,0.7021999999999999,1.4963400000000002,1.23125,1.51,1.5325,1.54,1.9325,2.094,2.048,0.39160000000000006,2012-10-08
0.785,0.5975,0.6125,0.6375,0.611,0.7021999999999999,1.4963400000000002,1.23125,1.495,1.555,1.54,1.931,2.1,2.06,0.39160000000000006,2012-10-15
0.785,0.5975,0.61625,0.6475,0.6152,0.6768,1.4616000000000002,1.22625,1.485,1.55,1.54,1.888,2.024,1.9585,0.402,2012-10-22
0.785,0.6,0.6175,0.65,0.6257,0.7022,1.4963400000000002,1.22625,1.49,1.535,1.565,1.8925,2.064,2.029,0.40199999999999997,2012-10-29
0.785,0.605,0.61875,0.655,0.6298,0.7022,1.4963400000000002,1.22625,1.5,1.5325,1.595,1.891,2.11,2.031,0.39160000000000006,2012-11-05
0.785,0.6175,0.62625,0.66,0.6389,0.7022,1.49634,1.2325,1.505,1.545,1.615,1.883,2.024,1.961,0.402,2012-11-12
0.785,0.6225,0.62625,0.67,0.6415,0.6836,1.4702600000000001,1.2325,1.51,1.545,1.6225,1.866,1.854,1.788,0.4040000000000001,2012-11-19
0.785,0.6325,0.63,0.67375,0.6481,0.6462,1.41404,1.2325,1.5175,1.555,1.60625,1.7033,1.825,1.7308,0.404,2012-11-26
0.785,0.63875,0.63,0.6825,0.6536,0.6279,1.33748,1.24875,1.525,1.56,1.605,1.6375,1.812,1.7515,0.4040000000000001,2012-12-03
0.785,0.63875,0.6375,0.69,0.657,0.6279,1.33748,1.24875,1.53,1.56,1.61,1.587,1.76,1.681,0.404,2012-12-10
0.77,0.64125,0.6375,0.69125,0.6632,0.6279,1.33748,1.24875,1.53,1.565,1.595,1.594,1.746,1.644,0.404,2012-12-17
0.77,0.64,0.63,0.69,0.6541,0.6279,1.33748,1.24625,1.535,1.57125,1.595,1.5575,1.729,1.6405,0.40449999999999997,2012-12-24
0.335,0.3575,0.39375,0.39125,0.3822,0.46796,1.10648,0.995,1.22,1.27,1.165,1.6575,1.3305,1.335,0.3955,2011-01-03
0.3475,0.37,0.40375,0.39125,0.3903,0.4877000000000001,1.2116,1.01,1.22125,1.2725,1.185,1.838,1.351,1.3405,0.3802499999999999,2011-01-10
0.35,0.375,0.40875,0.3975,0.387,0.33796,1.163,1.02,1.265,1.305,1.23,2.1,1.4705,1.432,0.4225,2011-01-17
0.355,0.38,0.4125,0.4075,0.3956,0.38680000000000003,1.20894,1.03,1.325,1.38,1.315,2.1,1.5125,1.4856,0.4225,2011-01-24
0.355,0.38,0.41625,0.41,0.3953,0.34536,1.2316799999999999,1.03,1.345,1.41,1.34,2.1,1.6735,1.6445,0.4225,2011-01-31
0.36,0.385,0.42,0.41,0.3996,0.4345,1.25848,1.045,1.45,1.52,1.345,2.1,1.7785,1.741,0.35425,2011-02-07
0.36,0.3875,0.4325,0.4125,0.4085,0.5996,1.39256,1.05,1.49,1.545,1.395,2.098,1.887,1.8485,0.34575000000000006,2011-02-14
0.36,0.39375,0.46625,0.415,0.4201,0.6462,1.4140400000000002,1.065,1.57,1.6,1.4,2.0465,1.9435,1.9065,0.34400000000000003,2011-02-21
0.36,0.39375,0.4775,0.42,0.435,0.6462,1.4140400000000002,1.075,1.62,1.6,1.5,2.01,1.985,1.9463,0.34400000000000003,2011-02-28
0.365,0.3975,0.4775,0.42,0.4288,0.6682,1.4486400000000001,1.08,1.61,1.63,1.53,2.078,2.003,1.9655,0.34400000000000003,2011-03-07
0.3725,0.3975,0.485,0.425,0.4599,0.6906000000000001,1.4821600000000001,1.185,1.58,1.63,1.53,2.12,2.0145,1.974,0.3385,2011-03-14
0.3725,0.415,0.485,0.42625,0.4628,0.6895,1.4878799999999999,1.29,1.565,1.615,1.5075,2.109,1.7585,1.7805,0.41900000000000004,2011-03-21
0.4,0.435,0.485,0.54,0.4431,0.6895,1.48788,1.315,1.565,1.615,1.4925,2.065,1.6355,1.673,0.40800000000000003,2011-03-28
0.4,0.4425,0.485,0.53,0.4584,0.6895,1.4878799999999999,1.315,1.56,1.61,1.4925,2.027,1.6435,1.6145,0.40800000000000003,2011-04-04
0.44,0.4425,0.48625,0.50625,0.4875,0.6784,1.4667800000000002,1.345,1.56,1.6,1.4925,1.9715,1.5795,1.5295,0.40449999999999997,2011-04-11
0.45,0.4425,0.4875,0.50625,0.4666,0.6784,1.4667800000000002,1.345,1.57,1.585,1.4925,1.9895,1.622,1.597,0.40449999999999997,2011-04-18
0.45,0.4425,0.485,0.5,0.4838,0.6895,1.4878799999999999,1.345,1.585,1.585,1.4925,2.0,1.6119,1.5875,0.40449999999999997,2011-04-25
0.455,0.4775,0.485,0.5,0.4807,0.7003,1.5058000000000002,1.45,1.59,1.585,1.4925,2.029,1.6045,1.5915,0.41200000000000003,2011-05-02
0.455,0.4825,0.5075,0.535,0.4764,0.7003,1.5058,1.47,1.6,1.615,1.53,2.0895,1.639,1.6375,0.41899999999999993,2011-05-09
0.465,0.4825,0.50625,0.52375,0.4891,0.7003,1.5058000000000002,1.51,1.605,1.645,1.53,1.9895,1.6315,1.6525,0.40800000000000003,2011-05-16
0.465,0.495,0.51375,0.51875,0.4936,0.7089,1.5187599999999999,1.51,1.6125,1.66,1.54,2.057,1.67,1.672,0.4114999999999999,2011-05-23
0.47,0.4975,0.52125,0.51875,0.5046,0.7195999999999999,1.5373599999999998,1.52,1.6175,1.66,1.545,2.1355,1.766,1.763,0.4225,2011-05-30
0.47,0.4975,0.52625,0.51875,0.5035,0.7437999999999999,1.5663,1.54,1.625,1.675,1.545,2.1575,1.9438,1.8975,0.40675,2011-06-06
0.47,0.505,0.535,0.525,0.5156,0.7437999999999999,1.5663,1.545,1.63,1.6775,1.565,2.1175,2.1105,2.0605,0.37525,2011-06-13
0.47,0.5075,0.5425,0.53,0.5239,0.7437999999999999,1.5663,1.565,1.635,1.68,1.56,2.14,2.1125,2.0725,0.37525,2011-06-20
0.47,0.51,0.5525,0.53,0.5256,0.7437999999999999,1.5663,1.565,1.6375,1.68,1.565,2.101,2.13,2.0695,0.37525,2011-06-27
0.47,0.52,0.55625,0.535,0.5306,0.7437999999999999,1.5663,1.565,1.6375,1.68,1.565,2.03,2.129,2.0855,0.3716,2011-07-04
0.54,0.525,0.565,0.5425,0.5476,0.7438,1.5663,1.565,1.6375,1.68,1.565,2.0363,2.1131,2.1019,0.3716,2011-07-11
0.55,0.53,0.57,0.54875,0.5416,0.7437999999999999,1.5663,1.565,1.6425,1.66,1.565,2.03,2.0495,2.104,0.38350000000000006,2011-07-18
0.565,0.535,0.575,0.55375,0.5521,0.7437999999999999,1.5663,1.565,1.595,1.655,1.565,2.035,2.14,2.1165,0.37509999999999993,2011-07-25
0.575,0.535,0.5825,0.58,0.5501,0.7438,1.5663,1.565,1.55,1.63,1.555,2.075,2.155,2.128,0.3909999999999999,2011-08-01
0.585,0.5375,0.585,0.58,0.5591,0.7437999999999999,1.5663,1.555,1.52,1.6,1.5,2.102,2.1435,2.131,0.3909999999999999,2011-08-08
0.59,0.545,0.58625,0.58,0.5631,0.7316,1.54692,1.545,1.51,1.59,1.475,2.0705,2.082,2.111,0.391,2011-08-15
0.595,0.5525,0.5925,0.58,0.5648,0.7316,1.54692,1.545,1.51,1.585,1.475,2.087,1.984,1.981,0.4225,2011-08-22
0.605,0.56,0.5975,0.58875,0.5708,0.7088999999999999,1.5187599999999999,1.525,1.5,1.57,1.46,2.0915,1.79,1.751,0.4225,2011-08-29
0.605,0.5625,0.60375,0.5925,0.5794,0.7089,1.5187599999999999,1.505,1.495,1.525,1.42,2.0695,1.79,1.7275,0.4225,2011-09-05
0.605,0.57,0.6075,0.59375,0.5876,0.7003,1.5058,1.495,1.495,1.54,1.415,1.9619,1.7888,1.7306,0.41150000000000003,2011-09-12
0.61,0.5775,0.61375,0.5975,0.589,0.7003,1.5058,1.495,1.49,1.545,1.4,1.9045,1.7825,1.7245,0.404,2011-09-19
0.61,0.5875,0.61625,0.6025,0.5908,0.6895,1.4878799999999999,1.485,1.49,1.545,1.375,1.815,1.725,1.678,0.404,2011-09-26
0.61,0.5875,0.6225,0.61,0.6004,0.665,1.4416,1.48,1.485,1.53,1.365,1.76,1.721,1.658,0.40449999999999997,2011-10-03
0.74,0.6,0.63,0.61375,0.6055,0.665,1.4416,1.44,1.475,1.51,1.38,1.7635,1.734,1.701,0.404,2011-10-10
0.75,0.605,0.6375,0.62625,0.6029,0.6784000000000001,1.46678,1.435,1.4575,1.49,1.385,1.814,1.703,1.721,0.404,2011-10-17
0.755,0.6075,0.63,0.63125,0.6193,0.6895,1.4878799999999999,1.435,1.445,1.485,1.39,1.8585,1.7181,1.705,0.404,2011-10-24
0.755,0.6075,0.63375,0.64375,0.6208,0.6895,1.4878799999999999,1.435,1.43,1.475,1.385,1.872,1.727,1.74,0.404,2011-10-31
0.755,0.6125,0.635,0.64125,0.6238,0.6895,1.48788,1.435,1.43,1.475,1.38,1.866,1.8125,1.8295,0.4040000000000001,2011-11-07
0.76,0.62,0.63875,0.64375,0.6322,0.6279,1.38512,1.4375,1.445,1.47,1.345,1.7845,1.9045,1.94,0.402,2011-11-14
0.76,0.6225,0.645,0.6475,0.636,0.6220000000000001,1.31162,1.445,1.405,1.47,1.35,1.701,1.9555,1.994,0.402,2011-11-21
0.76,0.6275,0.64875,0.65,0.642,0.6124,1.3001999999999998,1.455,1.415,1.47,1.375,1.6167,1.8158,1.84,0.4040000000000001,2011-11-28
0.765,0.6325,0.6525,0.65375,0.6429,0.6279,1.3249400000000002,1.46,1.41125,1.4725,1.375,1.651,1.7805,1.756,0.404,2011-12-05
0.765,0.635,0.6575,0.66125,0.647,0.6050800000000001,1.26752,1.46,1.4,1.445,1.37,1.6385,1.6865,1.6135,0.40449999999999997,2011-12-12
0.77,0.6425,0.66375,0.6675,0.6537,0.5747199999999999,1.23668,1.46,1.4,1.445,1.355,1.605,1.591,1.548,0.40449999999999997,2011-12-19
0.77,0.6475,0.66875,0.67,0.6561,0.5747199999999999,1.23668,1.46,1.4,1.445,1.335,1.5965,1.5625,1.55,0.40449999999999997,2011-12-26
0.355,0.37,0.4013,0.3725,0.3725,0.46796,1.10648,0.89,1.36,1.3975,1.335,1.3275,1.48,1.4306,0.402,2010-01-04
0.36,0.3725,0.4075,0.375,0.3857,0.46796000000000004,1.10648,0.915,1.355,1.3975,1.325,1.3325,1.4245,1.435,0.399,2010-01-11
0.36,0.3725,0.4075,0.3725,0.3879,0.46796,1.10648,0.925,1.325,1.375,1.315,1.402,1.413,1.445,0.402,2010-01-18
0.3575,0.38,0.4075,0.3775,0.3902,0.46796000000000004,1.10648,0.935,1.335,1.375,1.315,1.4844,1.4663,1.4913,0.404,2010-01-25
0.35,0.38,0.405,0.3775,0.3866,0.46796000000000004,1.10648,0.935,1.195,1.32,1.2225,1.379,1.513,1.507,0.40199999999999997,2010-02-01
0.35,0.38,0.405,0.3775,0.3894,0.46796,1.10648,0.93375,1.11,1.26,1.2125,1.331,1.499,1.474,0.40549999999999997,2010-02-08
0.35,0.3775,0.405,0.3775,0.39,0.46796,1.10648,0.93375,1.07,1.22,1.1925,1.342,1.499,1.465,0.39875000000000005,2010-02-15
0.35,0.3775,0.405,0.38,0.396,0.42422000000000004,1.0514999999999999,0.93,1.07,1.205,1.11625,1.3513,1.4413,1.4013,0.4125,2010-02-22
0.35,0.3775,0.405,0.3875,0.3946,0.39512,0.9944599999999999,0.925,1.045,1.135,1.075,1.399,1.369,1.329,0.4225,2010-03-01
0.35,0.37625,0.40375,0.38625,0.3894,0.34112,0.98848,0.915,1.035,1.09,1.0575,1.6148600000000002,1.3205,1.2725,0.4225,2010-03-08
0.35,0.375,0.40375,0.395,0.3839,0.34686000000000006,0.9063399999999999,0.9125,1.04,1.09,1.0,1.471,1.2745,1.2545,0.4225,2010-03-15
0.35,0.3725,0.40375,0.4025,0.3802,0.34685999999999995,0.9063399999999999,0.9125,1.065,1.115,1.0175,1.456,1.268,1.263,0.4225,2010-03-22
0.35,0.36625,0.4,0.4125,0.3703,0.36291999999999996,0.9418199999999999,0.9125,1.095,1.135,1.0075,1.48,1.287,1.2805,0.4225,2010-03-29
0.3375,0.35875,0.4,0.40375,0.3689,0.38722,0.9959,0.9125,1.115,1.15,1.01,1.4919,1.3813,1.355,0.3675,2010-04-05
0.3375,0.35375,0.4,0.40375,0.3822,0.42546,1.04892,0.91,1.1375,1.21,1.035,1.497,1.4875,1.4385,0.3875,2010-04-12
0.335,0.345,0.4,0.39,0.3634,0.42546,1.04892,0.91,1.1725,1.225,1.06,1.537,1.4295,1.388,0.3675,2010-04-19
0.335,0.345,0.4,0.3825,0.3648,0.42422000000000004,1.0515,0.91,1.2,1.28,1.06,1.57,1.3705,1.348,0.3954999999999999,2010-04-26
0.335,0.345,0.4,0.3825,0.3523,0.46796,1.10648,0.91,1.225,1.2825,1.115,1.59,1.383,1.369,0.3954999999999999,2010-05-03
0.335,0.345,0.39625,0.375,0.3574,0.46796,1.10648,0.91,1.26,1.29,1.2,1.611,1.383,1.376,0.39199999999999996,2010-05-10
0.33,0.345,0.39625,0.3725,0.3607,0.46796000000000004,1.10648,0.92,1.29,1.31,1.2175,1.6115,1.415,1.3975,0.398,2010-05-17
0.33,0.345,0.39625,0.37375,0.3653,0.46796,1.10648,0.93,1.29,1.335,1.25875,1.5835,1.4805,1.447,0.40449999999999997,2010-05-24
0.33,0.345,0.3963,0.3725,0.3646,0.46796,1.10648,0.935,1.29,1.335,1.26875,1.5525,1.4895,1.4575,0.40449999999999997,2010-05-31
0.3275,0.345,0.39375,0.37125,0.3701,0.46796,1.10648,0.935,1.29,1.33,1.325,1.5656,1.4156,1.3744,0.40199999999999997,2010-06-07
0.33,0.345,0.3913,0.37,0.3716,0.46796,1.10648,0.945,1.2975,1.325,1.33,1.594,1.373,1.337,0.409,2010-06-14
0.33,0.345,0.38875,0.37,0.3683,0.47969999999999996,1.13628,0.945,1.3,1.315,1.35,1.622,1.393,1.357,0.40149999999999997,2010-06-21
0.33,0.345,0.3875,0.3675,0.3718,0.47400000000000003,1.18762,0.945,1.3,1.29,1.365,1.7005,1.4005,1.38,0.40149999999999997,2010-06-28
0.33,0.345,0.3863,0.3688,0.3634,0.40990000000000004,1.17264,0.945,1.26,1.29,1.365,1.738,1.421,1.391,0.40149999999999997,2010-07-05
0.3275,0.3425,0.38625,0.36875,0.3727,0.33540000000000003,1.14322,0.9425,1.225,1.26,1.365,1.7531,1.5001,1.4781,0.4119999999999999,2010-07-12
0.3275,0.3425,0.38625,0.3675,0.3621,0.33540000000000003,1.14322,0.9425,1.2125,1.255,1.365,1.773,1.5535,1.52,0.4119999999999999,2010-07-19
0.3275,0.3425,0.385,0.3675,0.3615,0.33540000000000003,1.14322,0.9425,1.19,1.255,1.365,1.791,1.597,1.5465,0.41900000000000004,2010-07-26
0.3275,0.3425,0.37875,0.3675,0.3621,0.33540000000000003,1.14322,0.95,1.165,1.255,1.365,1.804,1.6025,1.5585,0.4225,2010-08-02
0.3275,0.345,0.37875,0.3675,0.3648,0.33540000000000003,1.14322,0.9525,1.1325,1.2325,1.36,1.845,1.6025,1.562,0.4225,2010-08-09
0.32625,0.345,0.37875,0.3675,0.359,0.33999999999999997,1.1451799999999999,0.9525,1.1175,1.2125,1.36,1.9245,1.618,1.583,0.4225,2010-08-16
0.3263,0.345,0.37375,0.3675,0.3583,0.3374,1.1613,0.955,1.1175,1.2125,1.36,1.973,1.631,1.595,0.4225,2010-08-23
0.32125,0.345,0.3725,0.3675,0.3553,0.34090000000000004,1.0691799999999998,0.96,1.1175,1.2125,1.36,2.1545,1.669,1.6365,0.4225,2010-08-30
0.32125,0.345,0.3725,0.3675,0.3584,0.3435,1.0759599999999998,0.96,1.1475,1.225,1.36,2.214,1.711,1.672,0.4225,2010-09-06
0.3213,0.345,0.3725,0.3675,0.3623,0.3435,1.07596,0.965,1.1575,1.235,1.37,2.2238,1.7263,1.6925,0.4225,2010-09-13
0.3213,0.345,0.3725,0.3675,0.3602,0.3458,1.11544,0.965,1.18,1.235,1.37,2.2225,1.735,1.71,0.4225,2010-09-20
0.3213,0.3425,0.3725,0.3675,0.3619,0.3359599999999999,1.15756,0.965,1.185,1.235,1.37,2.2255,1.747,1.73,0.4225,2010-09-27
0.32125,0.3425,0.3775,0.3675,0.3626,0.34619999999999995,1.14588,0.975,1.185,1.235,1.37,2.235,1.756,1.735,0.4225,2010-10-04
0.335,0.3475,0.3825,0.3675,0.3647,0.33758,1.2259,0.975,1.195,1.245,1.36,2.194,1.7665,1.735,0.4225,2010-10-11
0.335,0.3525,0.385,0.37,0.364,0.33758,1.2258999999999998,0.985,1.195,1.245,1.355,2.185,1.764,1.7325,0.4225,2010-10-18
0.335,0.3525,0.38625,0.37,0.3627,0.33876,1.1935600000000002,0.985,1.1925,1.245,1.355,2.185,1.703,1.702,0.4225,2010-10-25
0.335,0.355,0.38625,0.37375,0.3703,0.3435,1.07596,0.995,1.1875,1.245,1.32,2.185,1.658,1.674,0.4225,2010-11-01
0.335,0.355,0.38875,0.37875,0.3772,0.34090000000000004,1.0691799999999998,0.995,1.1875,1.23,1.31,2.11,1.531,1.5635,0.4225,2010-11-08
0.335,0.355,0.39,0.38,0.3719,0.3409,1.14862,0.995,1.1875,1.235,1.3,1.998,1.404,1.405,0.4225,2010-11-15
0.335,0.355,0.39,0.3825,0.3713,0.341,1.1248799999999999,0.995,1.195,1.235,1.3,1.948,1.4285,1.3895,0.4225,2010-11-22
0.335,0.3575,0.39125,0.3825,0.3713,0.36490000000000006,1.12032,0.995,1.195,1.235,1.3,1.75,1.4775,1.44,0.41899999999999993,2010-11-29
0.335,0.3575,0.3925,0.38375,0.3769,0.46796,1.10648,0.995,1.1975,1.235,1.2275,1.5575,1.5,1.465,0.4085000000000001,2010-12-06
0.335,0.3575,0.3925,0.39375,0.3767,0.46796,1.10648,0.995,1.215,1.25,1.1875,1.612,1.4515,1.3865,0.41550000000000004,2010-12-13
0.335,0.3575,0.3925,0.395,0.3786,0.46796,1.10648,0.995,1.22,1.26,1.18,1.647,1.3325,1.352,0.3955,2010-12-20
0.335,0.3575,0.39375,0.39125,0.378,0.46796,1.10648,0.995,1.22,1.27,1.18,1.6525,1.3225,1.3725,0.3955,2010-12-27
0.165,0.1775,0.1525,0.19125,0.1764,0.3874,0.87094,0.445,0.8225,0.875,0.78125,1.1467,1.2808,1.3342,0.3705,2009-01-01
0.165,0.1775,0.1525,0.19125,0.1733,0.3874000000000001,0.87094,0.47,0.8225,0.87,0.74625,1.1367,1.1942,1.2283,0.3815,2009-01-05
0.1375,0.175,0.1475,0.19125,0.1738,0.3874000000000001,0.87094,0.505,0.82,0.8575,0.73,1.122,1.072,1.0595,0.33826,2009-01-12
0.1325,0.175,0.1475,0.19125,0.171,0.3874000000000001,0.87094,0.5275,0.81,0.855,0.68,1.1115,1.064,1.073,0.33325,2009-01-19
0.1325,0.155,0.1475,0.19125,0.1692,0.3874000000000001,0.87094,0.5375,0.81,0.85,0.635,1.1006,1.07,1.0975,0.33325,2009-01-26
0.1325,0.155,0.1475,0.19125,0.1659,0.3874000000000001,0.87094,0.54,0.8,0.835,0.625,1.1025,1.1245,1.1055,0.33825000000000005,2009-02-02
0.1275,0.155,0.15,0.19125,0.1586,0.3874000000000001,0.87094,0.54,0.8,0.835,0.645,1.0985,1.1535,1.133,0.33325,2009-02-09
0.1275,0.1575,0.1525,0.1875,0.1533,0.3874000000000001,0.87094,0.54,0.795,0.83,0.6575,1.1025,1.2065,1.199,0.33325,2009-02-16
0.1275,0.15875,0.1575,0.17875,0.1555,0.3874000000000001,0.87094,0.54,0.795,0.83,0.66,1.1025,1.3063,1.2763,0.33325,2009-02-23
0.1275,0.16,0.16125,0.17375,0.1591,0.3874000000000001,0.87094,0.53875,0.795,0.83,0.6925,1.134,1.22,1.2045,0.33325,2009-03-02
0.1275,0.1613,0.1675,0.175,0.1568,0.3874000000000001,0.87094,0.53875,0.795,0.83,0.715,1.159,1.177,1.196,0.33325,2009-03-09
0.1325,0.16625,0.18,0.18625,0.1619,0.3874,0.87094,0.53875,0.8,0.8325,0.725,1.1785,1.241,1.28,0.33325,2009-03-16
0.13375,0.17,0.19,0.20125,0.1649,0.3874000000000001,0.87094,0.5475,0.805,0.8375,0.755,1.1835,1.2775,1.3345,0.33325,2009-03-23
0.13375,0.1775,0.2,0.20875,0.1738,0.3874000000000001,0.87094,0.5475,0.80875,0.86,0.765,1.186,1.2685,1.275,0.33325000000000005,2009-03-30
0.13375,0.1875,0.21,0.22,0.1745,0.3874000000000001,0.87094,0.5475,0.81,0.86,0.8,1.18,1.286,1.284,0.4600000000000001,2009-04-06
0.1475,0.19625,0.22,0.2275,0.1778,0.3874000000000001,0.87094,0.5475,0.8125,0.86,0.8425,1.1956,1.2556,1.2063,0.45549999999999996,2009-04-13
0.1425,0.205,0.23,0.24375,0.193,0.3874000000000001,0.87094,0.5475,0.815,0.86,0.87125,1.16,1.28,1.3,0.325,2009-04-20
0.145,0.2125,0.24,0.245,0.2015,0.38739999999999997,0.87094,0.5475,0.815,0.86,0.8913,1.2095,1.178,1.109,0.325,2009-04-27
0.14625,0.22125,0.245,0.2475,0.2068,0.3874,0.8709399999999998,0.545,0.82,0.86,0.89125,1.18,1.286,1.284,0.325,2009-05-04
0.1475,0.23,0.2525,0.25125,0.213,0.3874000000000001,0.87094,0.55,0.8225,0.865,0.93625,1.2355,1.1435,1.067,0.325,2009-05-11
0.15375,0.2325,0.26,0.2525,0.2301,0.3874000000000001,0.8709399999999998,0.555,0.825,0.87,0.9875,1.252,1.1325,1.066,0.325,2009-05-18
0.155,0.24125,0.2675,0.26125,0.2347,0.3874000000000001,0.8709399999999998,0.555,0.8275,0.8725,1.0075,1.265,1.134,1.08,0.325,2009-05-25
